Gene,Gene_ID,disease_name,disease_id,score,Calculated_Risk_Score,Num_SNPs,Total_Risk_Score,Weighted_Gene_Score,Feature_Type,Gene_Length_bp
TTC39B,ENSG00000155158,cholesteryl ester 22:1 measurement,EFO_0021442,0.5161601142188827,5.161754797914637,3,1.2000000000000002,3.6000000000000005,transcript,23429.0
LPP,ENSG00000145012,respiratory system disease,EFO_0000684,0.5159971970387391,5.160040870568254,4,1.6,6.4,transcript,92888.0
PDE1A,ENSG00000115252,cystatin C measurement,EFO_0004617,0.5159949603074296,5.160076154204468,3,1.2000000000000002,3.6000000000000005,transcript,28447.0
TTC39B,ENSG00000155158,cholesteryl ester 24:1 measurement,EFO_0021446,0.5159699282539163,5.159852938264973,3,1.2000000000000002,3.6000000000000005,transcript,23429.0
NEK1,ENSG00000137601,orofaciodigital syndrome type II,MONDO_0009642,0.5159401710606811,5.159415970475086,2,0.8,1.6,transcript,112203.0
ARFIP1,ENSG00000164144,mean corpuscular hemoglobin concentration,EFO_0004528,0.515930233271087,5.159329385328211,1,0.4,0.4,transcript,14786.0
PPARG,ENSG00000132170,glucose measurement,EFO_0004468,0.5159281225635671,5.184812219829894,59,24.0,1416.0,gene_variant,55462.0
PPARG,ENSG00000132170,glucose measurement,EFO_0004468,0.5159281225635671,5.184812219829894,59,24.0,1416.0,transcript,55462.0
PPARG,ENSG00000132170,glucose measurement,EFO_0004468,0.5159281225635671,5.184812219829894,59,24.0,1416.0,transcript,55462.0
PPARG,ENSG00000132170,glucose measurement,EFO_0004468,0.5159281225635671,5.184812219829894,59,24.0,1416.0,gene_variant,55462.0
AFF1,ENSG00000172493,urate measurement,EFO_0004531,0.5158806890118595,5.158817112715645,1,0.4,0.4,transcript,39129.0
CEP68,ENSG00000011523,HbA1c measurement,EFO_0004541,0.5158306501808544,5.158343268917505,3,1.5,4.5,transcript,122392.0
CEP68,ENSG00000011523,HbA1c measurement,EFO_0004541,0.5158306501808544,5.158343268917505,3,1.5,4.5,transcript,122392.0
CEP68,ENSG00000011523,HbA1c measurement,EFO_0004541,0.5158306501808544,5.158343268917505,3,1.5,4.5,gene_variant,122392.0
CEP68,ENSG00000011523,HbA1c measurement,EFO_0004541,0.5158306501808544,5.158343268917505,3,1.5,4.5,gene_variant,122392.0
RFX7,ENSG00000181827,prostate carcinoma,EFO_0001663,0.5158029297275284,5.158038889601423,1,0.4,0.4,transcript,41700.0
PLCL2,ENSG00000154822,rheumatoid arthritis,EFO_0000685,0.5157887717894041,5.15802627002428,2,0.8,1.6,transcript,11548.0
PPARG,ENSG00000132170,hemoglobin measurement,EFO_0004509,0.5157740716369987,5.1832717105642105,59,24.0,1416.0,gene_variant,55462.0
PPARG,ENSG00000132170,hemoglobin measurement,EFO_0004509,0.5157740716369987,5.1832717105642105,59,24.0,1416.0,transcript,55462.0
PPARG,ENSG00000132170,hemoglobin measurement,EFO_0004509,0.5157740716369987,5.1832717105642105,59,24.0,1416.0,gene_variant,55462.0
PPARG,ENSG00000132170,hemoglobin measurement,EFO_0004509,0.5157740716369987,5.1832717105642105,59,24.0,1416.0,transcript,55462.0
IL4R,ENSG00000077238,IGF-1 measurement,EFO_0004627,0.5157463133587722,5.157481697656966,1,0.4,0.4,transcript,21547.0
GRIA4,ENSG00000152578,Lennox-Gastaut syndrome,MONDO_0016532,0.5156905810464592,5.156915101986078,1,0.4,0.4,transcript,43050.0
KITLG,ENSG00000049130,testicular carcinoma,EFO_0005088,0.5156065053208551,5.156234409185405,3,1.2000000000000002,3.6000000000000005,transcript,21257.0
GCH1,ENSG00000131979,Spastic paraplegia,HP_0001258,0.5155125667497862,5.155159431319926,1,0.4,0.4,transcript,11847.0
PDE1A,ENSG00000115252,urate measurement,EFO_0004531,0.5154336339848556,5.154462890978728,3,1.2000000000000002,3.6000000000000005,transcript,28447.0
FGA,ENSG00000171560,stroke,EFO_0000712,0.5154097869516886,5.154166093975355,1,0.4,0.4,transcript,5863.0
CEP85L,ENSG00000111860,heart rate,OBA_1001087,0.5153822460300211,5.153837863280688,1,0.4,0.4,transcript,25969.0
CYTL1,ENSG00000170891,anthropometric measurement,EFO_0004302,0.5152923235785672,5.153142173935644,1,0.4,0.4,transcript,1827.0
GRB14,ENSG00000115290,BMI-adjusted waist-hip ratio,EFO_0007788,0.5152875970931078,5.152916338273897,1,0.4,0.4,transcript,9909.0
TTC39B,ENSG00000155158,platelet volume,OBA_0003277,0.5152346361719913,5.152500017445722,3,1.2000000000000002,3.6000000000000005,transcript,23429.0
TYR,ENSG00000077498,skin disease,EFO_0000701,0.5152247325658702,5.1523711493337885,1,0.5,0.5,transcript,4038.0
PLCL2,ENSG00000154822,neuroticism measurement,EFO_0007660,0.5151727603898069,5.151866156028308,2,0.8,1.6,transcript,11548.0
PKHD1L1,ENSG00000205038,female infertility,EFO_0008560,0.5150940140462746,5.15095618667584,1,0.4,0.4,transcript,24928.0
ACVR1C,ENSG00000123612,eosinophil count,EFO_0004842,0.5150541786494385,5.150661100439202,2,0.8,1.6,transcript,13410.0
ADAMTS3,ENSG00000156140,free cholesterol measurement,EFO_0008591,0.5150508546939503,5.150557862683554,1,0.4,0.4,transcript,8111.0
PDE1A,ENSG00000115252,gout,EFO_0004274,0.5150120411577457,5.150246962707628,3,1.2000000000000002,3.6000000000000005,transcript,28447.0
COL24A1,ENSG00000171502,intraocular pressure measurement,EFO_0004695,0.514924994734701,5.149274343541204,1,0.4,0.4,transcript,16396.0
LYPLAL1,ENSG00000143353,ethylmalonate measurement,EFO_0020009,0.5149094246707453,5.149122043016103,1,0.5,0.5,transcript,17988.0
PLXND1,ENSG00000004399,waist-hip ratio,EFO_0004343,0.5148379812788065,5.148403493758038,1,0.5,0.5,transcript,21114.0
CERKL,ENSG00000188452,Cone rod dystrophy,Orphanet_1872,0.5145966778030502,5.14598685190235,1,0.5,0.5,transcript,24908.0
TBX5,ENSG00000089225,atrial flutter,EFO_0003911,0.5144580038531559,5.144705332188567,2,0.8,1.6,transcript,12770.0
RCL1,ENSG00000120158,Red cell distribution width,EFO_0009188,0.5144546569162575,5.1445852426615595,1,0.4,0.4,transcript,10343.0
GAN,ENSG00000261609,genetic disorder,EFO_0000508,0.514425273995744,5.144263404064721,1,0.4,0.4,transcript,37509.0
FAT3,ENSG00000165323,brain attribute,OBA_2045210,0.5144247212789821,5.144255541785136,1,0.4,0.4,transcript,48025.0
QKI,ENSG00000112531,cataract,MONDO_0005129,0.5143789217316475,5.143824789472369,2,0.8,1.6,transcript,44979.0
SP8,ENSG00000164651,prostate carcinoma,EFO_0001663,0.5142941417185586,5.143016323552628,1,0.4,0.4,transcript,5340.0
FAM210A,ENSG00000177150,heel bone mineral density,EFO_0009270,0.5142921798376753,5.1429439443185085,1,0.4,0.4,transcript,18062.0
KCNQ1,ENSG00000053918,Seizure,HP_0001250,0.514280633900837,5.143000012346008,3,1.2000000000000002,3.6000000000000005,transcript,18588.0
ZNF236,ENSG00000130856,neuroimaging measurement,EFO_0004346,0.5142574577653275,5.142633545712243,2,0.9,1.8,transcript,30525.0
ADK,ENSG00000156110,platelet count,EFO_0004309,0.5142266724022582,5.142285707459533,1,0.4,0.4,transcript,21071.0
IREB2,ENSG00000136381,"neurodegeneration, early-onset, with choreoathetoid movements and microcytic anemia",MONDO_0032758,0.514167564329084,5.141775499054736,2,0.9,1.8,transcript,18026.0
PLCL2,ENSG00000154822,hematocrit,EFO_0004348,0.5140947061221756,5.141085613351994,2,0.8,1.6,transcript,11548.0
ONECUT2,ENSG00000119547,aspartate aminotransferase to alanine aminotransferase ratio,EFO_0010934,0.5140789441683323,5.141951267409465,7,2.8000000000000003,19.6,transcript,16870.0
SLC30A8,ENSG00000164756,alanine measurement,EFO_0009765,0.5139905333041397,5.140215500725801,4,1.6,6.4,transcript,20634.0
SLC30A8,ENSG00000164756,alanine measurement,EFO_0009765,0.5139905333041397,5.140215500725801,4,1.6,6.4,gene_variant,20634.0
SLC30A8,ENSG00000164756,alanine measurement,EFO_0009765,0.5139905333041397,5.140215500725801,4,1.6,6.4,transcript,20634.0
SLC30A8,ENSG00000164756,alanine measurement,EFO_0009765,0.5139905333041397,5.140215500725801,4,1.6,6.4,gene_variant,20634.0
CP,ENSG00000047457,Hermansky-Pudlak syndrome,MONDO_0019312,0.5138925533735783,5.138946591687265,1,0.5,0.5,transcript,23744.0
IQGAP2,ENSG00000145703,mean corpuscular hemoglobin,EFO_0004527,0.5138512399830909,5.138527070761927,1,0.5,0.5,transcript,34081.0
CBLB,ENSG00000114423,sex hormone-binding globulin measurement,EFO_0004696,0.5137915733519777,5.137924225187328,1,0.4,0.4,transcript,47105.0
PDE11A,ENSG00000128655,glomerular filtration rate,OBA_0003747,0.5136926626605275,5.136990409742608,2,0.8,1.6,transcript,25085.0
TYR,ENSG00000077498,actinic keratosis,EFO_0002496,0.5136145042022655,5.136268865697741,1,0.5,0.5,transcript,4038.0
CACNA1D,ENSG00000157388,blood sodium bicarbonate amount,OBA_2050094,0.5135744553654231,5.135748518918516,1,0.4,0.4,transcript,100876.0
CFHR4,ENSG00000134365,age-related macular degeneration,EFO_0001365,0.513568523372668,5.135725742517088,1,0.5,0.5,transcript,12343.0
FNDC3B,ENSG00000075420,body fat percentage,EFO_0007800,0.5134893424528041,5.134947042034157,2,0.8,1.6,transcript,29841.0
KCNQ1,ENSG00000053918,serum creatinine amount,OBA_2050096,0.5133758681830415,5.133952355168052,3,1.2000000000000002,3.6000000000000005,transcript,18588.0
ZNF682,ENSG00000197124,esterified cholesterol measurement,EFO_0008589,0.5133490758449882,5.133516732475856,1,0.5,0.5,transcript,19250.0
CACNA1D,ENSG00000157388,Agents acting on the renin-angiotensin system use measurement,EFO_0009931,0.5133451511562975,5.13345547682726,1,0.4,0.4,transcript,100876.0
PALM2AKAP2,ENSG00000157654,lymphocyte count,EFO_0004587,0.5131635418399796,5.131643405620244,1,0.4,0.4,transcript,50080.0
TMEM106B,ENSG00000106460,neuroticism measurement,EFO_0007660,0.5131554253947009,5.131587130434157,2,0.8,1.6,transcript,48667.0
BPTF,ENSG00000171634,body weight,EFO_0004338,0.5130967838498175,5.13098746269481,2,0.8,1.6,transcript,81532.0
GFRAL,ENSG00000187871,bone tissue density,OBA_1000110,0.5129995830636773,5.130205145131802,1,0.4,0.4,transcript,1911.0
STARD13,ENSG00000133121,HbA1c measurement,EFO_0004541,0.5128836308883576,5.1288511253446645,1,0.4,0.4,transcript,26997.0
SYT13,ENSG00000019505,body mass index,EFO_0004340,0.5128451913333931,5.128667198586891,2,0.8,1.6,transcript,7432.0
BANK1,ENSG00000153064,total blood protein measurement,EFO_0004536,0.5128228373316369,5.128440861057461,3,1.3,3.9000000000000004,transcript,18354.0
BIRC6,ENSG00000115760,neurodegenerative disease,EFO_0005772,0.5128117563880494,5.128124746137447,1,0.5,0.5,transcript,69616.0
GRSF1,ENSG00000132463,neurodegenerative disease,EFO_0005772,0.5127889365318073,5.127980455554338,2,0.8,1.6,transcript,17565.0
UNC80,ENSG00000144406,metabolite measurement,EFO_0004725,0.5127839639202157,5.12784430120682,1,0.4,0.4,transcript,85800.0
PPFIBP2,ENSG00000166387,prostate carcinoma,EFO_0001663,0.5126918881972686,5.126932564858134,1,0.5,0.5,transcript,36542.0
ETV5,ENSG00000244405,serum alanine aminotransferase measurement,EFO_0004735,0.5126408059329359,5.12644023177366,1,0.4,0.4,transcript,12433.0
ACVR1C,ENSG00000123612,alkaline phosphatase measurement,EFO_0004533,0.5126081008849748,5.126200322794565,2,0.8,1.6,transcript,13410.0
LRBA,ENSG00000198589,glomerular filtration rate,OBA_0003747,0.5125718132773173,5.125722074281194,1,0.4,0.4,transcript,101484.0
SP4,ENSG00000105866,erythrocyte volume,OBA_0003460,0.5125123639261673,5.12514763158413,1,0.4,0.4,transcript,16672.0
SPAST,ENSG00000021574,Rare hereditary ataxia,Orphanet_183518,0.5123256073883665,5.123261250202009,1,0.4,0.4,transcript,77275.0
LHFPL2,ENSG00000145685,testosterone measurement,EFO_0004908,0.5123239098896964,5.12326599146117,1,0.4,0.4,transcript,14874.0
FAS,ENSG00000026103,lymphoma,EFO_0000574,0.5121873449715821,5.121875657940353,1,0.4,0.4,transcript,181141.0
KITLG,ENSG00000049130,autosomal dominant nonsyndromic hearing loss 69,MONDO_0014738,0.5121118389338336,5.121287745315191,3,1.2000000000000002,3.6000000000000005,transcript,21257.0
STARD13,ENSG00000133121,erythrocyte count,EFO_0004305,0.5120862908115056,5.120877724576144,1,0.4,0.4,transcript,26997.0
AKAP6,ENSG00000151320,cognitive function measurement,EFO_0008354,0.511986739088383,5.12044217094248,7,2.8000000000000003,19.6,transcript,34100.0
TBX5,ENSG00000089225,PR interval,EFO_0004462,0.5117227442774012,5.1173527364310205,2,0.8,1.6,transcript,12770.0
ADAMTS3,ENSG00000156140,vitamin D measurement,EFO_0004631,0.5116993170120978,5.117042485865029,1,0.4,0.4,transcript,8111.0
SLC30A8,ENSG00000164756,glucose tolerance test,EFO_0004307,0.5116769399793116,5.1170795674775205,4,1.6,6.4,transcript,20634.0
SLC30A8,ENSG00000164756,glucose tolerance test,EFO_0004307,0.5116769399793116,5.1170795674775205,4,1.6,6.4,gene_variant,20634.0
SLC30A8,ENSG00000164756,glucose tolerance test,EFO_0004307,0.5116769399793116,5.1170795674775205,4,1.6,6.4,transcript,20634.0
SLC30A8,ENSG00000164756,glucose tolerance test,EFO_0004307,0.5116769399793116,5.1170795674775205,4,1.6,6.4,gene_variant,20634.0
ALPK3,ENSG00000136383,cardiomyopathy,EFO_0000318,0.5116541102638811,5.116578398676107,1,0.4,0.4,transcript,10725.0
TMCC1,ENSG00000172765,monocyte count,EFO_0005091,0.5116530724762139,5.1165409262413535,1,0.4,0.4,transcript,39210.0
RSBN1L,ENSG00000187257,body weight,EFO_0004338,0.5115878135524966,5.116014852606056,2,0.8,1.6,transcript,11703.0
IL17A,ENSG00000112115,immune system disease,EFO_0000540,0.5115658272425814,5.115872061843237,1,0.4,0.4,transcript,1871.0
SLC7A2,ENSG00000003989,alanine measurement,EFO_0009765,0.5113493781977078,5.113614777598189,3,1.4,4.199999999999999,transcript,34712.0
SLC22A5,ENSG00000197375,carnitine measurement,EFO_0010469,0.5113319153218749,5.113324722155221,1,0.4,0.4,transcript,71827.0
SEMA3C,ENSG00000075223,neuroimaging measurement,EFO_0004346,0.5112469498769081,5.11250321705282,1,0.4,0.4,transcript,11863.0
GREM1,ENSG00000166923,Red cell distribution width,EFO_0009188,0.5111795020981481,5.111813245046359,1,0.4,0.4,transcript,21949.0
CBLB,ENSG00000114423,serum creatinine amount,OBA_2050096,0.5111443384281864,5.111451875949416,1,0.4,0.4,transcript,47105.0
RANBP17,ENSG00000204764,body mass index,EFO_0004340,0.5110755838886513,5.110765353181741,1,0.4,0.4,transcript,42042.0
CD86,ENSG00000114013,multiple sclerosis,MONDO_0005301,0.5110009589167441,5.110041423628245,1,0.4,0.4,transcript,12565.0
PKP2,ENSG00000057294,atrial fibrillation,EFO_0000275,0.5109844804573493,5.110000905941819,4,1.6,6.4,transcript,40999.0
TECRL,ENSG00000205678,heart rate,OBA_1001087,0.510920702813263,5.109609802802579,3,1.2000000000000002,3.6000000000000005,transcript,8938.0
OXSR1,ENSG00000172939,Red cell distribution width,EFO_0009188,0.5109027239852102,5.109067816033884,1,0.4,0.4,transcript,9858.0
GRB14,ENSG00000115290,body mass index,EFO_0004340,0.510874431026769,5.10878467761051,1,0.4,0.4,transcript,9909.0
ANKH,ENSG00000154122,glaucoma,MONDO_0005041,0.5108288706071193,5.109057148694144,5,2.4,12.0,gene_variant,15616.0
ANKH,ENSG00000154122,glaucoma,MONDO_0005041,0.5108288706071193,5.109057148694144,5,2.4,12.0,transcript,15616.0
ANKH,ENSG00000154122,glaucoma,MONDO_0005041,0.5108288706071193,5.109057148694144,5,2.4,12.0,transcript,15616.0
ANKH,ENSG00000154122,glaucoma,MONDO_0005041,0.5108288706071193,5.109057148694144,5,2.4,12.0,gene_variant,15616.0
VPS13A,ENSG00000197969,reticulocyte count,EFO_0007986,0.5106752737254764,5.10675948250358,1,0.4,0.4,transcript,59301.0
PDE3B,ENSG00000152270,cardiovascular disease,EFO_0000319,0.5106348826259786,5.106423655555455,2,0.8,1.6,transcript,21382.0
MTCH2,ENSG00000109919,body mass index,EFO_0004340,0.510560509135705,5.105664544389155,1,0.4,0.4,transcript,6728.0
BCAS3,ENSG00000141376,glomerular filtration rate,OBA_0003747,0.5104293561173338,5.104303960291492,1,0.5,0.5,transcript,48081.0
GFPT1,ENSG00000198380,congenital myasthenic syndrome,MONDO_0018940,0.51042344796053,5.104249583634299,1,0.4,0.4,transcript,26483.0
SP4,ENSG00000105866,erythrocyte count,EFO_0004305,0.5104217982221426,5.104241974543883,1,0.4,0.4,transcript,16672.0
PIP4K2A,ENSG00000150867,neurodegenerative disease,EFO_0005772,0.5103900105074125,5.10394355027886,1,0.4,0.4,transcript,9207.0
AOX1,ENSG00000138356,7-methylguanine measurement,EFO_0021123,0.5103366143807383,5.10339424553564,1,0.4,0.4,transcript,14234.0
TTC39B,ENSG00000155158,HDL particle size,OBA_2050115,0.5103315133757361,5.103468789483171,3,1.2000000000000002,3.6000000000000005,transcript,23429.0
NID2,ENSG00000087303,BMI-adjusted waist-hip ratio,EFO_0007788,0.5103282420367348,5.1033275548681605,1,0.5,0.5,transcript,11078.0
KITLG,ENSG00000049130,erythrocyte count,EFO_0004305,0.5102928247778925,5.10309760375578,3,1.2000000000000002,3.6000000000000005,transcript,21257.0
HHLA2,ENSG00000114455,educational attainment,EFO_0011015,0.5102904249199121,5.102938053539598,1,0.5,0.5,transcript,14791.0
CDH23,ENSG00000107736,genetic disorder,EFO_0000508,0.5102319936824155,5.102327487527125,1,0.5,0.5,transcript,66219.0
FIGN,ENSG00000182263,mean arterial pressure,EFO_0006340,0.5102015196036709,5.102051950608058,1,0.4,0.4,transcript,10883.0
ZNF507,ENSG00000168813,neurodegenerative disease,EFO_0005772,0.5101790785489131,5.101805184337223,1,0.4,0.4,transcript,27780.0
ATP10D,ENSG00000145246,glycosyl-N-palmitoyl-sphingosine (d18:1/16:0) measurement,EFO_0800476,0.5101781948691174,5.101813771501765,1,0.5,0.5,transcript,15712.0
THEM4,ENSG00000159445,metabolite measurement,EFO_0004725,0.5101232411120669,5.101386761882775,2,0.8,1.6,transcript,10366.0
ATP10D,ENSG00000145246,glycosyl-N-behenoyl-sphingadienine (d18:2/22:0) measurement,EFO_0800520,0.5101229187035204,5.1012610098457944,1,0.5,0.5,transcript,15712.0
SERPINB9,ENSG00000170542,platelet count,EFO_0004309,0.5100393136019467,5.100440851634401,1,0.4,0.4,transcript,8383.0
PRKCB,ENSG00000166501,lymphocyte count,EFO_0004587,0.5100219162092255,5.10024312853923,1,0.4,0.4,transcript,16690.0
NEDD4,ENSG00000069869,Keloid,EFO_0004212,0.5099791777937407,5.0998000878989735,1,0.4,0.4,transcript,48135.0
TNFRSF11A,ENSG00000141655,osteoporosis,EFO_0003882,0.5099364136721843,5.0994887279070165,2,0.8,1.6,transcript,12842.0
STXBP5,ENSG00000164506,neutrophil count,EFO_0004833,0.5099016433430869,5.099030263839327,2,0.9,1.8,transcript,130148.0
GHR,ENSG00000112964,short bowel syndrome,MONDO_0015183,0.5098764739658445,5.098773601175093,1,0.4,0.4,transcript,45139.0
MTR,ENSG00000116984,isolated spina bifida,MONDO_0019351,0.5097107967605969,5.097112380035784,1,0.4,0.4,transcript,90653.0
DPYD,ENSG00000188641,educational attainment,EFO_0011015,0.5096904679018375,5.096962899791547,1,0.5,0.5,transcript,8588.0
ST8SIA4,ENSG00000113532,HbA1c measurement,EFO_0004541,0.509674350590616,5.096786382956219,1,0.4,0.4,transcript,9329.0
SEMA6D,ENSG00000137872,attention deficit hyperactivity disorder,EFO_0003888,0.5096623471544376,5.096632898392039,1,0.5,0.5,transcript,53040.0
SHH,ENSG00000164690,cystatin C measurement,EFO_0004617,0.5096401793632741,5.096454942715919,1,0.4,0.4,transcript,7526.0
PEX7,ENSG00000112357,Joubert syndrome and related disorders,MONDO_0015369,0.5096360464747923,5.096403008887468,1,0.4,0.4,transcript,9402.0
FAS,ENSG00000026103,erythrocyte volume,OBA_0003460,0.5096037793900136,5.096040002124668,1,0.4,0.4,transcript,181141.0
ULK4,ENSG00000168038,hemoglobin measurement,EFO_0004509,0.5095474397559475,5.0955153576643335,1,0.5,0.5,transcript,12207.0
BICC1,ENSG00000122870,serum gamma-glutamyl transferase measurement,EFO_0004532,0.5094849939659359,5.094898033924118,1,0.4,0.4,transcript,8317.0
SLC25A37,ENSG00000147454,platelet count,EFO_0004309,0.5094765909838671,5.094785079780203,1,0.4,0.4,transcript,20866.0
PALM2AKAP2,ENSG00000157654,triglyceride measurement,EFO_0004530,0.5094360674857209,5.094368662077657,1,0.4,0.4,transcript,50080.0
GHR,ENSG00000112964,appendicular lean mass,EFO_0004980,0.5094292811399527,5.094301672916175,1,0.4,0.4,transcript,45139.0
PPDPFL,ENSG00000168333,glutarylcarnitine (C5-DC) measurement,EFO_0800030,0.5093873248216734,5.094198649884417,2,0.8,1.6,transcript,4917.0
UGT2B15,ENSG00000196620,Red cell distribution width,EFO_0009188,0.5093432514293745,5.09436972141652,2,1.0,2.0,transcript,2134.0
GALNT3,ENSG00000115339,serum gamma-glutamyl transferase measurement,EFO_0004532,0.5092255481883736,5.092284389884025,1,0.4,0.4,transcript,13837.0
CBLB,ENSG00000114423,serum albumin amount,OBA_2050068,0.5092150745160897,5.092159236828448,1,0.4,0.4,transcript,47105.0
GALC,ENSG00000054983,genetic disorder,EFO_0000508,0.5091737792730024,5.091810685668521,2,0.8,1.6,transcript,21950.0
